source	source_id	source_site_name	site_name	latitude	longitude	phase	phase_description	phase_code	age_start	age_end	taxon_source	n	prop	reference	taxon	genus	family	crop_type	grass_type	legume_type	wood	age_mid	period
ORIGINS	16432–16432	Ayn Abu Nukhayla	Ayn Abu Nakhayla	29.84	35.24	PPNB	NA	AANU PPNB	9578	9401	Acacia/Prosopis	1	0.5	HenryEtal03	NA	NA	Fabaceae	Wild	NA	Large/medium-seeded	NA	9489.5	LPPNB
ORIGINS	16431–16431	Ayn Abu Nukhayla	Ayn Abu Nakhayla	29.84	35.24	PPNB	NA	AANU PPNB	9578	9401	Arnebia decumbens	0	0	HenryEtal03	Arnebia decumbens	Arnebia	Boraginaceae	Wild	NA	NA	NA	9489.5	LPPNB
ORIGINS	16434–16434	Ayn Abu Nukhayla	Ayn Abu Nakhayla	29.84	35.24	PPNB	NA	AANU PPNB	9578	9401	Fabaceae	0	0	HenryEtal03	NA	NA	Fabaceae	Wild	NA	Inteterminate	NA	9489.5	LPPNB
ORIGINS	16433–16433	Ayn Abu Nukhayla	Ayn Abu Nakhayla	29.84	35.24	PPNB	NA	AANU PPNB	9578	9401	Gypsophila	1	0.5	HenryEtal03	Gypsophila sp.	Gypsophila	Caryophillaceae	Wild	NA	NA	NA	9489.5	LPPNB
ORIGINS	12376–12579	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Aizoon hispanicum	12	9.450307134981887e-4	MooreEtal2000;MooreEtal2000;MooreEtal2000	Aizoon hispanicum	Aizoon	Aizoaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12211–12211	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Alyssum	3	2.3625767837454718e-4	MooreEtal2000	Alyssum sp.	Alyssum	Brassicaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12230–12237	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Anabasis/Noaea	9	7.087730351236415e-4	MooreEtal2000;MooreEtal2000	NA	NA	Amaranthaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12393–12446	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Arenaria serpyllifolia	18	0.001417546070247283	MooreEtal2000;MooreEtal2000;MooreEtal2000	Arenaria serpyllifolia	Arenaria	Caryophyllaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12373–12583	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Arnebia decumbens	616	0.04851157662624035	MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000	Arnebia decumbens	Arnebia	Boraginaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12374–12577	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Arnebia linearifolia	20	0.001575051189163648	MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000	Arnebia linearifolia	Arnebia	Boraginaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12572–12572	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Asclepiadaceae	3	2.3625767837454718e-4	MooreEtal2000	NA	NA	Apocynaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12562–12581	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Asparagus	6	4.7251535674909436e-4	MooreEtal2000;MooreEtal2000	Asparagus sp.	Asparagus	Asparagaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	11981–11981	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Asphodelus aestivus	18	0.001417546070247283	MooreEtal2000	Asphodelus aestivus	Asphodelus	Asphodelaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12377–12586	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Asteraceae	76	0.0059851945188218614	MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000	NA	NA	Asteraceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12383–12756	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Atriplex	105	0.008269018743109152	MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000	Atriplex sp.	Atriplex	Chenopodiaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12088–12088	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Avena sterilis	3	2.3625767837454718e-4	MooreEtal2000	Avena sterilis	Avena	Poaceae	Wild	Large/medium-seeded	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12195–12238	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Bassia arabica	61	0.004803906126949126	MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000	Bassia arabica	Bassia	Amaranthaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12556–12574	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Bellevalia/Ornithogalum	6	4.7251535674909436e-4	MooreEtal2000;MooreEtal2000	NA	NA	Asparagaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12425–12761	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Bolboschoenus maritimus/Eleocharis dulcis	3192	0.2513781697905182	MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000	NA	NA	Cyperaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12411–12411	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Brachypodium distachyon	3	2.3625767837454718e-4	MooreEtal2000	Brachypodium distachyon	Brachypodium	Poaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12089–12121	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Brassica/Sinapis arvensis	49	0.003858875413450937	MooreEtal2000;MooreEtal2000;MooreEtal2000	NA	NA	Brassicaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12192–12234	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Brassicaceae	762	0.06000945030713498	MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000	NA	NA	Brassicaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12560–12560	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Buglossoides arvensis/incrassata	3	2.3625767837454718e-4	MooreEtal2000	Buglossoides sp.	Buglossoides	Boraginaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12375–12584	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Buglossoides tenuiflora	64	0.005040163805323673	MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000	Buglossoides tenuiflora	Buglossoides	Boraginaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12193–12193	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Camelina/Camphorosma	3	2.3625767837454718e-4	MooreEtal2000	NA	NA	Brassicaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12201–12222	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Camphorosma monspeliaca	18	0.001417546070247283	MooreEtal2000;MooreEtal2000	Camphorosma monspeliaca	Camphorosma	Amaranthaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12207–12235	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Capparis	9	7.087730351236415e-4	MooreEtal2000;MooreEtal2000;MooreEtal2000	Capparis sp.	Capparis	Capparaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12225–12225	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Capsella bursa-pastoris	6	4.7251535674909436e-4	MooreEtal2000	Capsella bursa-pastoris	Capsella	Brassicaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12437–12437	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Caryophyllaceae	18	0.001417546070247283	MooreEtal2000	NA	NA	Caryophyllaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12382–12728	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Chenopodium	25	0.0019688139864545598	MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000	Chenopodium sp.	Chenopodium	Chenopodiaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12416–12755	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Chenopodium glaucum	6	4.7251535674909436e-4	MooreEtal2000;MooreEtal2000	Chenopodium glaucum	Chenopodium	Chenopodiaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12716–12727	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Chenopodium rubrum	14	0.0011025358324145535	MooreEtal2000;MooreEtal2000	Chenopodium rubrum	Chenopodium	Chenopodiaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12385–12385	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Citrullus colocynthis	8	6.300204756654591e-4	MooreEtal2000	Citrullus colocynthis	Citrullus	Cucurbitaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12595–12595	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Crithopis deliliana	2	1.5750511891636477e-4	MooreEtal2000	Crithopsis delileana	Crithopis	Poaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12426–12762	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Crypsis	155	0.01220664671601827	MooreEtal2000;MooreEtal2000	Crypsis sp.	Crypsis	Poaceae	Wild	Small-seeded	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12603–12607	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Cutandia	24	0.0018900614269963774	MooreEtal2000;MooreEtal2000	Cutandia sp.	Cutandia	Poaceae	Wild	Small-seeded	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12414–12414	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Cynodon/Tragus	3	2.3625767837454718e-4	MooreEtal2000	NA	NA	Poaceae	Wild	Small-seeded	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12189–12233	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Draba	564	0.044416443534414866	MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000	Draba sp.	Draba	Brassicaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12403–12585	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Erodium	23	0.001811308867538195	MooreEtal2000;MooreEtal2000;MooreEtal2000	Erodium sp.	Erodium	Geraniaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12226–12226	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Euclidium syriacum	6	4.7251535674909436e-4	MooreEtal2000	Euclidium syriacum	Euclidium	Brassicaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12398–12449	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Fabaceae	52	0.004095133091825485	MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000	NA	NA	Fabaceae	Wild	NA	Inteterminate	NA	12519.5	Epipalaeolithic
ORIGINS	12099–12116	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Glaucium	9	7.087730351236415e-4	MooreEtal2000;MooreEtal2000;MooreEtal2000	Glaucium sp.	Glaucium	Papaveraceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12384–12419	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Glycyrrhiza	143	0.011261616002520082	MooreEtal2000;MooreEtal2000	Glycyrrhiza sp.	Glycyrrhiza	Fabaceae	Wild	NA	Small-seeded	NA	12519.5	Epipalaeolithic
ORIGINS	12370–12453	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Gypsophila elegans	78	0.0061426996377382265	MooreEtal2000;MooreEtal2000;MooreEtal2000	Gypsophila elegans	Gypsophila	Caryophillaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12369–12445	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Gypsophila pilosa	42	0.0033076074972436605	MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000	Gypsophila pilosa	Gypsophila	Caryophillaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12236–12236	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Hammada/Salsola	15	0.0011812883918727358	MooreEtal2000	NA	NA	Amaranthaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12434–12452	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Heliotropium	8	6.300204756654591e-4	MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000	Heliotropium sp.	Heliotropium	Boraginaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12412–12591	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Henrardia pubescens	11	8.662781540400063e-4	MooreEtal2000;MooreEtal2000	Henrardia pubescens	Henrardia	Poaceae	Wild	Large/medium-seeded	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12395–12447	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Herniaria	9	7.087730351236415e-4	MooreEtal2000;MooreEtal2000	Herniaria sp.	Herniaria	Poaceae	Wild	Small-seeded	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12381–12608	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Hordeum murinum/bulbosum	123	0.009686564813356434	MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000	Hordeum sp.	Hordeum	Poaceae	NA	Large/medium-seeded	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12721–12753	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Hordeum vulgare	6	4.7251535674909436e-4	MooreEtal2000;MooreEtal2000	Hordeum vulgare	Hordeum	Poaceae	Founder crop	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12555–12567	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Lamiaceae	8	6.300204756654591e-4	MooreEtal2000;MooreEtal2000	NA	NA	Lamiaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12052–12054	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Lens	21	0.0016538037486218302	MooreEtal2000;MooreEtal2000	Lens sp.	Lens	Fabaceae	Founder crop	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12188–12232	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Lepidium perfoliatum	141	0.011104110883603717	MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000	Lepidium perfoliatum	Lepidium	Brassicaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12210–12210	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Lepidium ruderale	3	2.3625767837454718e-4	MooreEtal2000	Lepidium ruderale	Lepidium	Brassicaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12199–12205	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Lepidium/Camelina	15	0.0011812883918727358	MooreEtal2000;MooreEtal2000	NA	NA	Brassicaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12407–12582	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Liliaceae	52	0.004095133091825485	MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000	NA	NA	Liliaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12394–12394	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Minuartia rubella	9	7.087730351236415e-4	MooreEtal2000	Minuartia rubella	Minuartia	Caryophillaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12399–12399	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Moltkia coerulea	36	0.002835092140494566	MooreEtal2000	Moltkia coerulea	Moltkia	Boraginaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12406–12406	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Muscari	6	4.7251535674909436e-4	MooreEtal2000	Muscari sp.	Muscari	Asparagaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12372–12442	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Onobrychis	181	0.014254213261931013	MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000	Onobrychis sp.	Onobrychis	Fabaceae	Wild	NA	Large/medium-seeded	NA	12519.5	Epipalaeolithic
ORIGINS	12388–12763	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Paniceae	194	0.015277996534887385	MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000	NA	NA	Poaceae	Wild	Small-seeded	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12389–12764	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Phragmites australis	33	0.002598834462120019	MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000	Phragmites australis	Phragmites	Poaceae	Wild	Small-seeded	NA	NA	12519.5	Epipalaeolithic
ORIGINS	11980–12050	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Pistacia atlantica/khinjuk	124	0.009765317372814617	MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000	Pistacia sp.	Pistacia	Anacardiaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12422–12422	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Plantago major	15	0.0011812883918727358	MooreEtal2000	Plantago major	Plantago	Plantaginaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12428–12720	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Poaceae	6	4.7251535674909436e-4	MooreEtal2000;MooreEtal2000	NA	NA	Poaceae	NA	Indeterminate	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12387–12760	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Polygonum corrigioloides	3031	0.23869900771775082	MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000;MooreEtal2000	Polygonum corrigioloides	Polygonum	Polygonaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12420–12737	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Potentilla	17	0.0013387935107891007	MooreEtal2000;MooreEtal2000	Potentilla sp.	Potentilla	Rosaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
ORIGINS	12736–12757	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Prosopis farcta	6	4.7251535674909436e-4	MooreEtal2000;MooreEtal2000	Prosopis farcta	Prosopis	Fabaceae	Wild	NA	Large/medium-seeded	NA	12519.5	Epipalaeolithic
ORIGINS	12404–12565	Abu Hureyra	Abu Hureyra	35.87	38.4	Abu Hureyra 1 (epipalaeolithic) phase 2	Dates approximated from Colledge & Conolly 2010	ABHU Epip2	12984	12055	Rubiaceae	8	6.300204756654591e-4	MooreEtal2000;MooreEtal2000;MooreEtal2000	NA	NA	Rubiaceae	Wild	NA	NA	NA	12519.5	Epipalaeolithic
